event_id	sample_id	patient_id	fusion_name	partner_gene	frame_status	target_role	breakpoint_genomic	breakpoint_exon	breakpoint_protein_position	is_intronic_breakpoint	domain_status	domain_retained_fraction	domain_is_truncated	retained_domains	lost_domains	disrupted_domains	source_annotation_text	source_site2_effect_on_frame
EVT-P-0030267-T01-IM6-2	P-0030267-T01-IM6		CPM-FGFR1	CPM	out-of-frame	five_prime	38272053	16	714	True	disrupted	0.7436823104693141	True	Immunoglobulin I-set domain		Protein tyrosine and serine/threonine kinase	CPM (NM_001005502) - FGFR1 (NM_001174067) rearrangement: t(8;12)(q11.23;q15)(chr8:g.38272053::chr12:g.69274149) | Protein Fusion: out of frame  {FGFR1:CPM}	NA
EVT-P-0004600-T01-IM5-4	P-0004600-T01-IM5		FGFR1-ACP3	ACP3	in-frame	three_prime	38286054	5	153	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain			ACPP (NM_001134194) - FGFR1 (NM_001174067) rearrangement :t(3;8)(3q22.1;8p11.33)(chr3:g.132081259::chr8:g.38286054) | Protein fusion: in frame (ACPP-FGFR1)	NA
EVT-P-0004600-T02-IM5-5	P-0004600-T02-IM5		FGFR1-ACP3	ACP3	in-frame	three_prime	38286054	5	153	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain			ACPP (NM_001134194) - FGFR1 (NM_001174067)  t(3;8)(q22.1;p11.22)(chr3:g.132081259::chr18:g.38286054) | Protein fusion: in frame (ACPP-FGFR1)	NA
EVT-P-0023866-T01-IM6-6	P-0023866-T01-IM6		FGFR1-ACP3	ACP3	in-frame	three_prime	38287577	4	64	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain			ACPP (NM_001134194) -FGFR1 (NM_001174067) rearrangement: t(3;8)(q22.1;p11.23)(chr3:g.132078761::chr8:g.38287577) | Protein Fusion: in frame  {ACPP:FGFR1}	NA
EVT-P-0021893-T01-IM6-7	P-0021893-T01-IM6		FGFR1-ADAM32	ADAM32	in-frame	three_prime	38283616	8	280	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Immunoglobulin I-set domain		ADAM32 (NM_145004) - FGFR1 (NM_001174067) rearrangement : c.58+3617:ADAM32_c.838+24:FGFR1inv | Protein Fusion: in frame  {ADAM32:FGFR1}	NA
EVT-P-0031403-T01-IM6-8	P-0031403-T01-IM6		FGFR1-ADAM32	ADAM32	unknown	five_prime	38277124	10	435	False	lost	0.0	False	Immunoglobulin I-set domain	Protein tyrosine and serine/threonine kinase		FGFR1 (NM_001174067) - ADAM32 (NM_145004) Rearrangement : c.1304:FGFR1_c.1233+2086:ADAM32 | Protein Fusion: mid-exon  {FGFR1:ADAM32}	NA
EVT-P-0006645-T02-IM6-43	P-0006645-T02-IM6		FGFR1-HOOK3	HOOK3	unknown	five_prime	38271259	19	817	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain			FGFR1 (NM_001174067) - HOOK3 (NM_032410) fusion: c.2449:FGFR1_c.268-255:HOOK3inv | Protein Fusion: mid-exon  {FGFR1:HOOK3}	NA
EVT-P-0058014-T02-IM7-44	P-0058014-T02-IM7		FGFR1-LETM2	LETM2	unknown	five_prime	38273543	14	598	False	disrupted	0.3249097472924188	True	Immunoglobulin I-set domain		Protein tyrosine and serine/threonine kinase	FGFR1 (NM_001174067) - LETM2 (NM_001199659) rearrangement: c.1792:FGFR1_c.1078-585:LETM2inv | Protein Fusion: mid-exon  {FGFR1:LETM2}	NA
EVT-P-0011515-T02-IM6-45	P-0011515-T02-IM6		FGFR1-PARP8	PARP8	out-of-frame	five_prime	38285268	6	238	True	lost	0.0	False		Protein tyrosine and serine/threonine kinase	Immunoglobulin I-set domain	FGFR1 (NM_001174067) - PARP8 (NM_024615) rearrangement: t(5;8)(q11.1;p11.23)(chr5:g.50080979::chr8:g.38285268) | Protein Fusion: out of frame  {FGFR1:PARP8}	NA
EVT-P-0055303-T02-IM6-48	P-0055303-T02-IM6		FGFR1-TACC1	TACC1	unknown	five_prime	38274883	13	566	False	disrupted	0.20938628158844766	True	Immunoglobulin I-set domain		Protein tyrosine and serine/threonine kinase	FGFR1 (NM_001174067) - TACC1 (NM_001146216.2) fusion: c.1697:FGFR1_c.-425+18236:TACC1inv | Protein Fusion: mid-exon  {FGFR1:TACC1}	NA
EVT-P-0047086-T01-IM6-49	P-0047086-T01-IM6		FGFR1-TACC1	TACC1	in-frame	five_prime	38271378	18	795	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain			FGFR1 (NM_001174067) - TACC1 (NM_006283) fusion: c.2386-56:FGFR1_c.1714-2100:TACC1inv | Protein Fusion: in frame  {FGFR1:TACC1}	NA
EVT-P-0058899-T02-IM7-51	P-0058899-T02-IM7		FGFR1-TAF4	TAF4	in-frame	five_prime	38287091	4	153	True	lost	0.0	False		Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain		FGFR1 (NM_001174067) - TAF4 (NM_003185) rearrangement: t(8;20)(p11.23;q13.33)(chr8:g.38287091::chr20:g.60602889) | Protein Fusion: in frame  {FGFR1:TAF4}	NA
EVT-P-0051005-T03-IM7-52	P-0051005-T03-IM7		IFT140-FGFR1	IFT140	unknown	three_prime	38277127	10	434	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Immunoglobulin I-set domain		IFT140 (NM_014714) - FGFR1 (NM_001174067) fusion: t(8;16)(p11.23;p13.3)(chr8:g.38277127::chr16:g.1576664) | Protein Fusion: mid-exon  {IFT140:FGFR1}	NA
EVT-P-0049789-T01-IM6-53	P-0049789-T01-IM6		IGHMBP2-FGFR1	IGHMBP2	unknown	three_prime	38275857	11	471	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Immunoglobulin I-set domain		IGHMBP2 (NM_002180) - FGFR1 (NM_001174067) fusion: t(8;11)(p11.23;q13.3)(chr8:g.38275857::chr11:g.68697608) | Protein Fusion: mid-exon  {IGHMBP2:FGFR1}	NA
EVT-P-0027047-T01-IM6-54	P-0027047-T01-IM6		LPCAT3-FGFR1	LPCAT3	unknown	three_prime	38282317	8	280	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Immunoglobulin I-set domain		LPCAT3 (NM_005768.5) - FGFR1(NM_001174067) rearrangement: t(8;12)(p11.23;p13.31)(chr8:g.38282317::chr12:g.7127535) | Transcript Fusion {LPCAT3:FGFR1}	NA
EVT-P-0025719-T01-IM6-55	P-0025719-T01-IM6		NSD3-FGFR1	NSD3	unknown	three_prime	38294436	4	64	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Immunoglobulin I-set domain			WHSC1L1 (NM_023034) - FGFR1 (NM_001174067) rearrangement: c.2555:WHSC1L1_c.191-6970:FGFR1dup | Protein Fusion: mid-exon  {WHSC1L1:FGFR1}	NA
EVT-P-0025390-T02-IM6-56	P-0025390-T02-IM6		NSD3-FGFR1	NSD3	out-of-frame	five_prime	38274750	13	586	True	disrupted	0.2815884476534296	True	Immunoglobulin I-set domain		Protein tyrosine and serine/threonine kinase	FGFR1 (NM_001174067) - WHSC1L1 (NM_023034) rearrangement: c.1756+74:FGFR1_c.675+3313:WHSC1L1del | Protein Fusion: out of frame  {FGFR1:WHSC1L1}	NA
EVT-P-0025390-T01-IM6-57	P-0025390-T01-IM6		NSD3-FGFR1	NSD3	out-of-frame	five_prime	38274750	13	586	True	disrupted	0.2815884476534296	True	Immunoglobulin I-set domain		Protein tyrosine and serine/threonine kinase	FGFR1 (NM_001174067) - WHSC1L1 (NM_023034) rearrangement: c.1756+74:FGFR1_c.675+3313:WHSC1L1del | Protein Fusion: out of frame  {FGFR1:WHSC1L1}	NA
EVT-P-0022996-T01-IM6-58	P-0022996-T01-IM6		NSD3-FGFR1	NSD3	out-of-frame	three_prime	38274677	14	586	True	disrupted	0.7220216606498195	True		Immunoglobulin I-set domain	Protein tyrosine and serine/threonine kinase	WHSC1L1 (NM_023034) - FGFR1 (NM_001174067) rearrangement: c.1986+169:WHSC1L1_c.1756+147:FGFR1dup | Protein Fusion: out of frame  {WHSC1L1:FGFR1}	NA
EVT-P-0028937-T01-IM6-59	P-0028937-T01-IM6		PLPBP-FGFR1	PLPBP	unknown	five_prime	38272238	15	690	True	disrupted	0.6570397111913358	True	Immunoglobulin I-set domain		Protein tyrosine and serine/threonine kinase	FGFR1 (NM_001174067) rearrangement: c.2070+59:FGFR1_chr8:g.37619984del | Antisense Fusion	NA
EVT-P-0006646-T01-IM5-61	P-0006646-T01-IM5		RAB11FIP1-FGFR1	RAB11FIP1	unknown	three_prime	38275956	11	460	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Immunoglobulin I-set domain		RAB11FIP1 (NM_001002814) - FGFR1 (NM_001174067) rearrangement : c.2027:RAB11FIP1_c.1378-65:FGFR1dup | Protein fusion: mid-exon (RAB11FIP1-FGFR1)	NA
EVT-P-0053401-T02-IM6-62	P-0053401-T02-IM6		TNFRSF13B-FGFR1	TNFRSF13B	in-frame	three_prime	38273772	14	586	True	disrupted	0.7220216606498195	True		Immunoglobulin I-set domain	Protein tyrosine and serine/threonine kinase	TNFRSF13B (NM_012452) - FGFR1 (NM_001174067) rearrangement: t(8;17)(p11.23;p11.2)(chr8:g.38273772::chr17:g.16853401) | Protein Fusion: in frame  {TNFRSF13B:FGFR1}	NA
